id,Name,Artifact Type,Jama ID,Jama URL,HSD ID,HSD URL,Affected Component
330679,MAC address configuration,ND SW Requirement,"=""22013115925""",https://hsdes.intel.com/resource/22013115925,"","",Unassigned
330678,XDP,ND SW Requirement,"=""22013115924""",https://hsdes.intel.com/resource/22013115924,"","",Unassigned
330677,MAC address promiscuous mode,ND SW Requirement,"=""22013115923""",https://hsdes.intel.com/resource/22013115923,"","",Unassigned
330676,RSS Input set configuration,ND SW Requirement,"=""22013115922""",https://hsdes.intel.com/resource/22013115922,"","",Unassigned
330675,iDPF specific:  media layout,ND SW Requirement,"=""22013115919""",https://hsdes.intel.com/resource/22013115919,"","",Unassigned
330674,"Queue, interrupt mapping and LUT size",ND SW Requirement,"=""22013115918""",https://hsdes.intel.com/resource/22013115918,"","",Unassigned
330673,Driver specific readme file documentation for unified stats,ND SW Requirement,"=""22013115916""",https://hsdes.intel.com/resource/22013115916,"","",Unassigned
330672,Build option for unified ethtool statistics,ND SW Requirement,"=""22013115914""",https://hsdes.intel.com/resource/22013115914,"","",Unassigned
330671,RSS / XPS,ND SW Requirement,"=""22013115913""",https://hsdes.intel.com/resource/22013115913,"","",Unassigned
330670,Link speed,ND SW Requirement,"=""22013115912""",https://hsdes.intel.com/resource/22013115912,"","",Unassigned
330669,Stateless offloads: Generic Rx checksum (aka CHECKSUM_COMPLETE),ND SW Requirement,"=""22013115911""",https://hsdes.intel.com/resource/22013115911,"","",Unassigned
330668,HW Tx USO / GSO UDP,ND SW Requirement,"=""22013115910""",https://hsdes.intel.com/resource/22013115910,"","",Unassigned
330667,Standard Linux Networking Stack Integration,ND SW Requirement,"=""22013115909""",https://hsdes.intel.com/resource/22013115909,"","",Unassigned
330666,ITR - Interrupt Throttling,ND SW Requirement,"=""22013115907""",https://hsdes.intel.com/resource/22013115907,"","",Unassigned
330665,HVL exclusive:  SO_TXTIME HW offload,ND SW Requirement,"=""22013115906""",https://hsdes.intel.com/resource/22013115906,"","",Unassigned
330664,Unrequested stripped VLANs,ND SW Requirement,"=""22013115905""",https://hsdes.intel.com/resource/22013115905,"","",Unassigned
330663,HW GRO,ND SW Requirement,"=""22013115904""",https://hsdes.intel.com/resource/22013115904,"","",Unassigned
330662,Header split,ND SW Requirement,"=""22013115903""",https://hsdes.intel.com/resource/22013115903,"","",Unassigned
330661,Tx Out of Order completions for implicit flow scheduling,ND SW Requirement,"=""22013115902""",https://hsdes.intel.com/resource/22013115902,"","",Unassigned
330660,RDMA user-mode library - Support RDMA on AVF 2.0 devices,ND SW Requirement,"=""22013114283""",https://hsdes.intel.com/resource/22013114283,"","",Unassigned
330659,RDMA Linux kernel driver - Support RDMA on AVF 2.0 devices,ND SW Requirement,"=""22013114248""",https://hsdes.intel.com/resource/22013114248,"","",Unassigned
330658,Package Integrity,ND SW Requirement,"=""22011674237""",https://hsdes.intel.com/resource/22011674237,"","",Unassigned
330657,MEV-1 SPCP:  RSS read and write configuration via virt channel,ND SW Requirement,"=""22011671640""",https://hsdes.intel.com/resource/22011671640,"","",Unassigned
330656,"LCE SDK Chaining:  Compression, Crypto and CRC32-C",ND SW Requirement,"=""22011671179""",https://hsdes.intel.com/resource/22011671179,"","",Unassigned
330655,Feature support on ARM,ND SW Requirement,"=""14014336996""",https://hsdes.intel.com/resource/14014336996,"","",Unassigned
325829,MEV SRS Storage,Collection,"","","","",""
325806,AVF 2.0 - VIRTCHNL timeout,ND SW Requirement,"=""22013088567""",https://hsdes.intel.com/resource/22013088567,"","",Unassigned
325805,MEV SRS: Windows Sample Data Plane Driver - Enable CET Shadow Stack security check,ND SW Requirement,"=""22013073895""",https://hsdes.intel.com/resource/22013073895,"","",Unassigned
325804,MEV SRS: Windows Sample Data Plane Driver -  support for 16 queue-pairs,ND SW Requirement,"=""22013073894""",https://hsdes.intel.com/resource/22013073894,"","",Unassigned
325803,MEV SRS: Windows Sample Data Plane Driver - DMA-remapping Support,ND SW Requirement,"=""22013073892""",https://hsdes.intel.com/resource/22013073892,"","",Unassigned
325802,MEV SRS: Windows Sample Data Plane Driver - UDP Segmentation Offload,ND SW Requirement,"=""22013073891""",https://hsdes.intel.com/resource/22013073891,"","",Unassigned
325801,MEV SRS: Windows Sample Data Plane Driver - WS2022 Driver Package with Universal INF,ND SW Requirement,"=""22013073890""",https://hsdes.intel.com/resource/22013073890,"","",Unassigned
325800,MEV SRS: Windows Sample Data Plane Driver - Link speeds,ND SW Requirement,"=""22013073886""",https://hsdes.intel.com/resource/22013073886,"","",Unassigned
325799,MEV SRS: Windows Sample Data Plane Driver - Add UniversalInstall Flag INF,ND SW Requirement,"=""22013073884""",https://hsdes.intel.com/resource/22013073884,"","",Unassigned
325798,MEV SRS: Windows Sample Data Plane Driver - NDIS68 Driver Package with Universal INF,ND SW Requirement,"=""22013073876""",https://hsdes.intel.com/resource/22013073876,"","",Unassigned
325797,MEV SRS: Windows Sample Data Plane Driver - error handling,ND SW Requirement,"=""22013073875""",https://hsdes.intel.com/resource/22013073875,"","",Unassigned
325796,MEV SRS: Windows Sample Data Plane Driver -  file names,ND SW Requirement,"=""22013073874""",https://hsdes.intel.com/resource/22013073874,"","",Unassigned
325795,RDMA registry keys: *NetworkDirect and *NetworkDirectTechnology,ND SW Requirement,"=""22013073871""",https://hsdes.intel.com/resource/22013073871,"","",Unassigned
325794,MEV SRS: Windows Sample Data Plane Driver - Resource Requirement List,ND SW Requirement,"=""22013073870""",https://hsdes.intel.com/resource/22013073870,"","",Unassigned
325793,MEV SRS: Windows Sample Data Plane Driver - Host and Guest OS Support Matrix - Windows Sample Data Plane Driver,ND SW Requirement,"=""22013073865""",https://hsdes.intel.com/resource/22013073865,"","",Unassigned
325792,MEV SRS: Windows Sample Data Plane Driver - Virtual Channel compatibility,ND SW Requirement,"=""22013073864""",https://hsdes.intel.com/resource/22013073864,"","",Unassigned
325791,MEV SRS: Windows Sample Data Plane Driver - Surprise Removal Detection and Handling,ND SW Requirement,"=""22013073862""",https://hsdes.intel.com/resource/22013073862,"","",Unassigned
325790,MEV SRS: Windows: Sample Data Plane Driver - AVF 2.0 negotiation - minimum features,ND SW Requirement,"=""22013073861""",https://hsdes.intel.com/resource/22013073861,"","",Unassigned
325789,MEV SRS: iWARP Windows SR-IOV guest on Linux Host,ND SW Requirement,"=""22013073860""",https://hsdes.intel.com/resource/22013073860,"","",Unassigned
325788,Configure and initialize SR-IOV VFs,ND SW Requirement,"=""22013021961""",https://hsdes.intel.com/resource/22013021961,"","",Unassigned
325787,iDPF specific:  TSO (from AVF 1.1),ND SW Requirement,"=""22013021313""",https://hsdes.intel.com/resource/22013021313,"","",Unassigned
325786,AVF 2.0 - Stateless offloads: Protocol specific Rx checksum,ND SW Requirement,"=""22013009460""",https://hsdes.intel.com/resource/22013009460,"","",Unassigned
325785,AVF 2.0 - Stateless offloads: Protocol specific Tx checksum,ND SW Requirement,"=""22013008914""",https://hsdes.intel.com/resource/22013008914,"","",Unassigned
325784,AVF 2.0 - MAC address configuration,ND SW Requirement,"=""22013008530""",https://hsdes.intel.com/resource/22013008530,"","",Unassigned
325783,AVF 2.0 - MTU,ND SW Requirement,"=""22013008242""",https://hsdes.intel.com/resource/22013008242,"","",Unassigned
325782,AVF 2.0 - RSS LUT sizes and queue allocations,ND SW Requirement,"=""22012914695""",https://hsdes.intel.com/resource/22012914695,"","",Unassigned
325781,AVF 2.0 - XDP,ND SW Requirement,"=""22012789428""",https://hsdes.intel.com/resource/22012789428,"","",Unassigned
325780,AVF 2.0 - XDP - AF_XDP with Zero Copy,ND SW Requirement,"=""22012789351""",https://hsdes.intel.com/resource/22012789351,"","",Unassigned
325779,MEV SRS: Hypervisor shall be KVM,ND SW Requirement,"=""22012784191""",https://hsdes.intel.com/resource/22012784191,"","",Unassigned
325778,AVF 2.0 - Auxiliary Bus  support for RDMA,ND SW Requirement,"=""22012352327""",https://hsdes.intel.com/resource/22012352327,"","",Unassigned
325777,AVF 2.0 - RSS Input set configuration,ND SW Requirement,"=""22012287510""",https://hsdes.intel.com/resource/22012287510,"","",Unassigned
325776,AVF 2.0 - Fine-grained negotiation scope and logging,ND SW Requirement,"=""22012287245""",https://hsdes.intel.com/resource/22012287245,"","",Unassigned
325775,AVF 2.0 - Ethernet CRC,ND SW Requirement,"=""22012279257""",https://hsdes.intel.com/resource/22012279257,"","",Unassigned
325774,AVF 2.0 - MAC address promiscuous mode,ND SW Requirement,"=""22012279248""",https://hsdes.intel.com/resource/22012279248,"","",Unassigned
325773,AVF 2.0 - Non-nested Single Root-IOV (SR-IOV) based VMs,ND SW Requirement,"=""22012278305""",https://hsdes.intel.com/resource/22012278305,"","",Unassigned
325772,AVF 2.0 - Queue and interrupt mapping,ND SW Requirement,"=""22012278263""",https://hsdes.intel.com/resource/22012278263,"","",Unassigned
325771,AVF 2.0 - Statistics consistency,ND SW Requirement,"=""22012242994""",https://hsdes.intel.com/resource/22012242994,"","",Unassigned
325770,AVF 2.0 - Driver specific readme file documentation for unified stats,ND SW Requirement,"=""22012242984""",https://hsdes.intel.com/resource/22012242984,"","",Unassigned
325769,AVF 2.0 - Build option for unified ethtool statistics,ND SW Requirement,"=""22012242977""",https://hsdes.intel.com/resource/22012242977,"","",Unassigned
325768,AVF 2.0 - Link,ND SW Requirement,"=""22012233956""",https://hsdes.intel.com/resource/22012233956,"","",Unassigned
325767,AVF 2.0 - HW Tx USO / GSO UDP,ND SW Requirement,"=""22012229361""",https://hsdes.intel.com/resource/22012229361,"","",Unassigned
325766,AVF 2.0 - RSS / XPS,ND SW Requirement,"=""22012228272""",https://hsdes.intel.com/resource/22012228272,"","",Unassigned
325765,AVF 2.0 - Standard Linux Networking Stack Integration,ND SW Requirement,"=""22012211623""",https://hsdes.intel.com/resource/22012211623,"","",Unassigned
325764,AVF 2.0 - Stateless offloads: Generic Rx checksum (aka CHECKSUM_COMPLETE),ND SW Requirement,"=""22012162256""",https://hsdes.intel.com/resource/22012162256,"","",Unassigned
325763,AVF 2.0 - HW GRO,ND SW Requirement,"=""22012161891""",https://hsdes.intel.com/resource/22012161891,"","",Unassigned
325762,AVF 2.0 - SO_TXTIME HW offload,ND SW Requirement,"=""22012161461""",https://hsdes.intel.com/resource/22012161461,"","",Unassigned
325761,AVF 2.0 - Header split,ND SW Requirement,"=""22012160964""",https://hsdes.intel.com/resource/22012160964,"","",Unassigned
325760,Disassemble,ND SW Requirement,"=""22011674244""",https://hsdes.intel.com/resource/22011674244,"","",Unassigned
325759,Post-Processing,ND SW Requirement,"=""22011674241""",https://hsdes.intel.com/resource/22011674241,"","",Unassigned
325758,Package Integrity,ND SW Requirement,"=""22011674241""",https://hsdes.intel.com/resource/22011674237,"","",Unassigned
325757,Linker,ND SW Requirement,"=""22011674232""",https://hsdes.intel.com/resource/22011674232,"","",Unassigned
325756,Error Reporting,ND SW Requirement,"=""22011674228""",https://hsdes.intel.com/resource/22011674228,"","",Unassigned
325755,Assembly,ND SW Requirement,"=""22011674222""",https://hsdes.intel.com/resource/22011674222,"","",Unassigned
325754,Tool Chain Driver,ND SW Requirement,"=""22011674211""",https://hsdes.intel.com/resource/22011674211,"","",Unassigned
325753,Preprocessor,ND SW Requirement,"=""22011674206""",https://hsdes.intel.com/resource/22011674206,"","",Unassigned
325752,CPT Readme,ND SW Requirement,"=""22011674204""",https://hsdes.intel.com/resource/22011674204,"","",Unassigned
325751,Do Not Modify Signed Packages,ND SW Requirement,"=""22011674202""",https://hsdes.intel.com/resource/22011674202,"","",Unassigned
325750,Command Line Interface,ND SW Requirement,"=""22011674197""",https://hsdes.intel.com/resource/22011674197,"","",Unassigned
325749,Remove all Temporary and Intermediate Files,ND SW Requirement,"=""22011674193""",https://hsdes.intel.com/resource/22011674193,"","",Unassigned
325748,Do not Modify Input Files,ND SW Requirement,"=""22011674190""",https://hsdes.intel.com/resource/22011674190,"","",Unassigned
325747,No Additional Software Required,ND SW Requirement,"=""22011674185""",https://hsdes.intel.com/resource/22011674185,"","",Unassigned
325746,Administrative Rights Not Required,ND SW Requirement,"=""22011674182""",https://hsdes.intel.com/resource/22011674182,"","",Unassigned
325745,CPT Components,ND SW Requirement,"=""22011674177""",https://hsdes.intel.com/resource/22011674177,"","",Unassigned
325744,MEV-1 SPCP VIRTCHNL:  MAC address requests not honored,ND SW Requirement,"=""22011671644""",https://hsdes.intel.com/resource/22011671644,"","",Unassigned
325743,"MEV-1 SPCP: CLI support for configuration of meters, and rate limits for rules",ND SW Requirement,"=""22011671617""",https://hsdes.intel.com/resource/22011671617,"","",Unassigned
325742,SQE support,ND SW Requirement,"=""22011671566""",https://hsdes.intel.com/resource/22011671566,"","",Unassigned
325741,IPsec - Extended Sequence Number,ND SW Requirement,"=""22011671420""",https://hsdes.intel.com/resource/22011671420,"","",Unassigned
325740,IPsec - IV generation,ND SW Requirement,"=""22011671417""",https://hsdes.intel.com/resource/22011671417,"","",Unassigned
325739,IPsec - TFC padding,ND SW Requirement,"=""22011671416""",https://hsdes.intel.com/resource/22011671416,"","",Unassigned
325738,IPsec - Encapsulation Modes,ND SW Requirement,"=""22011671412""",https://hsdes.intel.com/resource/22011671412,"","",Unassigned
325737,PCR22: CISPv2 and SecureSADB,ND SW Requirement,"=""22011671410""",https://hsdes.intel.com/resource/22011671410,"","",Unassigned
325736,Packet Length Updates,ND SW Requirement,"=""22011671403""",https://hsdes.intel.com/resource/22011671403,"","",Unassigned
325735,Zeroisation,ND SW Requirement,"=""22011671397""",https://hsdes.intel.com/resource/22011671397,"","",Unassigned
325734,Support 16 million IPsec Security Associations (SAs).,ND SW Requirement,"=""22011671389""",https://hsdes.intel.com/resource/22011671389,"","",Unassigned
325733,IPsec - HW control and dataplane termination,ND SW Requirement,"=""22011671386""",https://hsdes.intel.com/resource/22011671386,"","",Unassigned
325732,IPsec Auditing,ND SW Requirement,"=""22011671384""",https://hsdes.intel.com/resource/22011671384,"","",Unassigned
325731,IPsec Statistics - Per SA,ND SW Requirement,"=""22011671380""",https://hsdes.intel.com/resource/22011671380,"","",Unassigned
325730,IPsec Aging - Soft Limit,ND SW Requirement,"=""22011671375""",https://hsdes.intel.com/resource/22011671375,"","",Unassigned
325729,IPsec - SPD Offload,ND SW Requirement,"=""22011671371""",https://hsdes.intel.com/resource/22011671371,"","",Unassigned
325728,IPsec - Padding generation and verification,ND SW Requirement,"=""22011671370""",https://hsdes.intel.com/resource/22011671370,"","",Unassigned
325727,LCE SDK Virtual Memory,ND SW Requirement,"=""22011671183""",https://hsdes.intel.com/resource/22011671183,"","",Unassigned
325726,LCE SDK NIST CAVP certification,ND SW Requirement,"=""22011671180""",https://hsdes.intel.com/resource/22011671180,"","",Unassigned
325725,MEV SRS:   Windows Sample Data Plane Function - Tx Out of Order completions for implicit flow scheduling,ND SW Requirement,"=""22011671113""",https://hsdes.intel.com/resource/22011671113,"","",Unassigned
325724,MEV SRS: RSS,ND SW Requirement,"=""22011671011""",https://hsdes.intel.com/resource/22011671011,"","",Unassigned
325723,AVF 2.0 - Tx Out of Order completions for implicit flow scheduling,ND SW Requirement,"=""14013723431""",https://hsdes.intel.com/resource/14013723431,"","",Unassigned
325721,AVF 2.0 - ITR - Interrupt Throttling,ND SW Requirement,"=""14013473033""",https://hsdes.intel.com/resource/14013473033,"","",Unassigned
325720,MEV SRS:  Interrupt Moderation - ITR,ND SW Requirement,"=""14012923482""",https://hsdes.intel.com/resource/14012923482,"","",Unassigned
325719,MEV SRS:  SO_TXTIME HW offload (aka EFT or EDT),ND SW Requirement,"=""14012923477""",https://hsdes.intel.com/resource/14012923477,"","",Unassigned
325718,MEV SRS: Jumbo Frames,ND SW Requirement,"=""14012923471""",https://hsdes.intel.com/resource/14012923471,"","",Unassigned
325717,MEV:SRS Kernel version to be defined in the BKC,ND SW Requirement,"=""14012923369""",https://hsdes.intel.com/resource/14012923369,"","",Unassigned
325716,MEV SRS: Single Linux distribution as defined in the BKC,ND SW Requirement,"=""14012923366""",https://hsdes.intel.com/resource/14012923366,"","",Unassigned
325715,MEV SRS:  Linux LAN PF/VF drivers upstream,ND SW Requirement,"=""14012923365""",https://hsdes.intel.com/resource/14012923365,"","",Unassigned
278420,MEV-1 SPCP:  CLI support for link events,ND SW Requirement,"=""22011671625""",https://hsdes.intel.com/resource/22011671625,"","",Unassigned
278419,[Superseded by SW DCR 3399] MEV SRS: VF Standard Network connectivity (netdev) into the host,ND SW Requirement,"=""22011671094""",https://hsdes.intel.com/resource/22011671094,"","",Unassigned
278418,[Superseded by SW DCR 3399] MEV SRS: VF Link speed reporting,ND SW Requirement,"=""22011671092""",https://hsdes.intel.com/resource/22011671092,"","",Unassigned
278417,MEV SRS: Rx HW GRO,ND SW Requirement,"=""14012923486""",https://hsdes.intel.com/resource/14012923486,"","",Unassigned
278416,[Superceded by SW DCR 3399] MEV SRS: VF Rx SW GRO,ND SW Requirement,"=""22011671107""",https://hsdes.intel.com/resource/22011671107,"","",Unassigned
278415,[Superseded by SW DCR 3399] MEV SRS:  VF Interrupt Moderation ITR,ND SW Requirement,"=""22011671104""",https://hsdes.intel.com/resource/22011671104,"","",Unassigned
278414,[Superseded by SW DCR 3399] MEV SRS: VF RSS / XPS,ND SW Requirement,"=""22011671095""",https://hsdes.intel.com/resource/22011671095,"","",Unassigned
278412,MEV SRS: Tx VLAN insertion offload,ND SW Requirement,"=""22011671049""",https://hsdes.intel.com/resource/22011671049,"","",Unassigned
274721,LAD-LADSWReq-19074 IMC Reset application (Reset_App) should enables traffic (in HW level) by writing LAN and MAC registers.,ND SW Requirement,"=""23400355""",https://jama4.intel.com/perspective.req#/items/23400355?projectId=57,"","",Unassigned
274649,LAD-LADSWReq-20631 MEV-1 PCR123: Flex Rx descriptor layout changes,ND SW Requirement,"=""25867971""",https://jama4.intel.com/perspective.req#/items/25867971?projectId=57,"","",Unassigned
274645,LAD-LADSWReq-20006 MEV-1 PCR120: FXP bypass required to meet latency KPI for CRT packets,ND SW Requirement,"=""24491354""",https://jama4.intel.com/perspective.req#/items/24491354?projectId=57,"","",Unassigned
274644,LAD-LADSWReq-20005 MEV-1 PCR119: LCE CRC Protection Features,ND SW Requirement,"=""24491351""",https://jama4.intel.com/perspective.req#/items/24491351?projectId=57,"","",Unassigned
274642,LAD-LADSWReq-20003 MEV-1 PCR117: Enabling Control Plane software on Xeon Host,ND SW Requirement,"=""24491308""",https://jama4.intel.com/perspective.req#/items/24491308?projectId=57,"","",Unassigned
274641,LAD-LADSWReq-20002 MEV-1 PCR116: LCE Compression buffer alignment,ND SW Requirement,"=""24491289""",https://jama4.intel.com/perspective.req#/items/24491289?projectId=57,"","",Unassigned
274640,LAD-LADSWReq-20001 MEV-1 PCR115: RSC packet increase to 64KB,ND SW Requirement,"=""24491083""",https://jama4.intel.com/perspective.req#/items/24491083?projectId=57,"","",Unassigned
274620,PCR22: CISPv2 and SecureSADB,ND SW Requirement,"=""22011671410""",https://hsdes.intel.com/resource/22011671410,"","",Unassigned
274618,LAD-LADSWReq-17812 MEV-1 PCR20: FXP#6,ND SW Requirement,"=""23068501""",https://jama4.intel.com/perspective.req#/items/23068501?projectId=57,"","",Unassigned
274617,LAD-LADSWReq-17811 MEV-1 PCR19: Split Header Payload Support,ND SW Requirement,"=""23068498""",https://jama4.intel.com/perspective.req#/items/23068498?projectId=57,"","",Unassigned
274608,LAD-LADSWReq-17802 MEV-1 PCR10 FXP #3 Improved mirroring and metering,ND SW Requirement,"=""23068380""",https://jama4.intel.com/perspective.req#/items/23068380?projectId=57,"","",Unassigned
274600,LAD-LADSWReq-17793 MEV-1 PCR2: Incorporate CSEC Functionality into ICE by Implementing CISP,ND SW Requirement,"=""23060564""",https://jama4.intel.com/perspective.req#/items/23060564?projectId=57,"","",Unassigned
274593,LAD-LADSWReq-19879 FXP PCR20.7 - Packet/byte statistics for LAN that are per-queue and pre-TSO/post-LRO,ND SW Requirement,"=""23967576""",https://jama4.intel.com/perspective.req#/items/23967576?projectId=57,"","",Unassigned
274592,LAD-LADSWReq-19878 FXP PCR20.6 - Increase maximum number of modify groups from 8 to 10,ND SW Requirement,"=""23967575""",https://jama4.intel.com/perspective.req#/items/23967575?projectId=57,"","",Unassigned
274591,LAD-LADSWReq-19877 FXP PCR20.5 - Support Modify command for insert up to N bytes from modify content,ND SW Requirement,"=""23967574""",https://jama4.intel.com/perspective.req#/items/23967574?projectId=57,"","",Unassigned
274590,"LAD-LADSWReq-19876 FXP PCR20.4 - Increase modify profiles from 1K to 2K and field extraction config from 256 to 512 (was 4K, reduced)",ND SW Requirement,"=""23967573""",https://jama4.intel.com/perspective.req#/items/23967573?projectId=57,"","",Unassigned
274585,LAD-LADSWReq-19871 FXP PCR17.11 - Support per-direction Parser profile generation key extraction & increase Parser profile generation key size to 12 bytes,ND SW Requirement,"=""23967568""",https://jama4.intel.com/perspective.req#/items/23967568?projectId=57,"","",Unassigned
274584,LAD-LADSWReq-19870 FXP PCR17.10 - Increase parser profiles from 8 to 16,ND SW Requirement,"=""23967567""",https://jama4.intel.com/perspective.req#/items/23967567?projectId=57,"","",Unassigned
274579,LAD-LADSWReq-19865 FXP PCR17.5 - Increase SEM actions from 8 to 18,ND SW Requirement,"=""23967562""",https://jama4.intel.com/perspective.req#/items/23967562?projectId=57,"","",Unassigned
274578,LAD-LADSWReq-19864 FXP PCR17.4 - Support dual lookups in the SEM with 96B entries,ND SW Requirement,"=""23967561""",https://jama4.intel.com/perspective.req#/items/23967561?projectId=57,"","",Unassigned
274575,LAD-LADSWReq-19861 FXP PCR17.1 - Increase LEM actions from 8 to 12 for 64B entries.,ND SW Requirement,"=""23967558""",https://jama4.intel.com/perspective.req#/items/23967558?projectId=57,"","",Unassigned
274572,LAD-LADSWReq-19858 FXP PCR12.9 - Increase number of hash profiles config from 64 to 128,ND SW Requirement,"=""23967555""",https://jama4.intel.com/perspective.req#/items/23967555?projectId=57,"","",Unassigned
274570,LAD-LADSWReq-19856 FXP PCR12.7 - Increase WCM action RAMs,ND SW Requirement,"=""23967553""",https://jama4.intel.com/perspective.req#/items/23967553?projectId=57,"","",Unassigned
274569,"LAD-LADSWReq-19855 FXP PCR12.6 - Provide per modify profile per LUT index, shift and mask",ND SW Requirement,"=""23967552""",https://jama4.intel.com/perspective.req#/items/23967552?projectId=57,"","",Unassigned
274566,LAD-LADSWReq-19852 FXP PCR12.3 - Increase LPM TCAM table,ND SW Requirement,"=""23967549""",https://jama4.intel.com/perspective.req#/items/23967549?projectId=57,"","",Unassigned
274558,LAD-LADSWReq-19844 FXP PCR10.7 - Increase number of on-die meters from 6K to 12K,ND SW Requirement,"=""23967541""",https://jama4.intel.com/perspective.req#/items/23967541?projectId=57,"","",Unassigned
274556,LAD-LADSWReq-19842 FXP PCR10.5 - Encap mirror copy with parts of original packet action bus,ND SW Requirement,"=""23967539""",https://jama4.intel.com/perspective.req#/items/23967539?projectId=57,"","",Unassigned
274550,LAD-LADSWReq-19836 FXP PCR8.8 - Increase LEM profiles from 1K -> 2K,ND SW Requirement,"=""23967533""",https://jama4.intel.com/perspective.req#/items/23967533?projectId=57,"","",Unassigned
274548,LAD-LADSWReq-19834 FXP PCR8.6 - Atomic Reads for LEM/SEM,ND SW Requirement,"=""23967531""",https://jama4.intel.com/perspective.req#/items/23967531?projectId=57,"","",Unassigned
274546,LAD-LADSWReq-19832 FXP PCR8.4 - Support LEM profile hit/miss action sets,ND SW Requirement,"=""23967529""",https://jama4.intel.com/perspective.req#/items/23967529?projectId=57,"","",Unassigned
274536,MEV-1 FPCP:  Limited multicast filters,ND SW Requirement,"=""22012783918""",https://hsdes.intel.com/resource/22012783918,"","",Unassigned
274535,MEV-1 FPCP:  Broadcast Filters,ND SW Requirement,"=""22011671641""",https://hsdes.intel.com/resource/22011671641,"","",Unassigned
274532,MEV-1 SPCP: CLI support for configuration of the Arbiter settings,ND SW Requirement,"=""22011671621""",https://hsdes.intel.com/resource/22011671621,"","",Unassigned
274531,MEV-1 SPCP: CLI support for configuration of mirror rules,ND SW Requirement,"=""22011671619""",https://hsdes.intel.com/resource/22011671619,"","",Unassigned
274530,"MEV-1 SPCP: CLI support for configuration of meters, and rate limits for rules",ND SW Requirement,"=""22011671617""",https://hsdes.intel.com/resource/22011671617,"","",Unassigned
274529,"MEV-1 SPCP:  CLI support for configuration of UP-UP, UP-TC mappings and loopback",ND SW Requirement,"=""22011671615""",https://hsdes.intel.com/resource/22011671615,"","",Unassigned
274528,MEV-1 SPCP: CLI support for configuration of the traffic shaper,ND SW Requirement,"=""22011671614""",https://hsdes.intel.com/resource/22011671614,"","",Unassigned
274527,MEV-1 SPCP:  CLI support for configuration of the VSI and TC quotas,ND SW Requirement,"=""22011671612""",https://hsdes.intel.com/resource/22011671612,"","",Unassigned
274526,MEV-1 SPCP:  RSS read and write configuration via virt channel,ND SW Requirement,"=""14013153037""",https://hsdes.intel.com/resource/14013153037,"","",Unassigned
274525,MEV-1 SPCP: CLI support for configuration of Tx VM Rate Limiter,ND SW Requirement,"=""22011671638""",https://hsdes.intel.com/resource/22011671638,"","",Unassigned
274524,MEV-1 SPCP:  CLI support for configuration of the Global Transmit Rate Limiter,ND SW Requirement,"=""22011671637""",https://hsdes.intel.com/resource/22011671637,"","",Unassigned
274523,MEV-1 SPCP:  CLI support for configuration of LAN work scheduler VM rate limits,ND SW Requirement,"=""22011671635""",https://hsdes.intel.com/resource/22011671635,"","",Unassigned
274522,MEV-1 SPCP: CLI support for configuration of rules for Rx VLAN to TC mapping,ND SW Requirement,"=""22011671634""",https://hsdes.intel.com/resource/22011671634,"","",Unassigned
274521,MEV-1 SPCP: CLI support for configuration of rules for Tx VLAN tagging based on TCs,ND SW Requirement,"=""22011671632""",https://hsdes.intel.com/resource/22011671632,"","",Unassigned
274520,MEV-1 SPCP: LAN Tx Control Queue Rate Limits,ND SW Requirement,"=""22011671630""",https://hsdes.intel.com/resource/22011671630,"","",Unassigned
274519,MEV-1 SPCP: CLI support for configuration of LAN Tx Data VSI Rate Limits,ND SW Requirement,"=""22011671628""",https://hsdes.intel.com/resource/22011671628,"","",Unassigned
274518,MEV-1 SPCP: Default Tx configuration:  equal bandwidths for sibling nodes,ND SW Requirement,"=""22011671610""",https://hsdes.intel.com/resource/22011671610,"","",Unassigned
274517,Support NVMe extended LBA Metadata,ND SW Requirement,"=""22011671597""",https://hsdes.intel.com/resource/22011671597,"","",Unassigned
274516,Debug reads,ND SW Requirement,"=""22011671595""",https://hsdes.intel.com/resource/22011671595,"","",Unassigned
274515,Round robin arbitration for CQs,ND SW Requirement,"=""22011671593""",https://hsdes.intel.com/resource/22011671593,"","",Unassigned
274514,Determining tCMD association,ND SW Requirement,"=""22011671590""",https://hsdes.intel.com/resource/22011671590,"","",Unassigned
274513,tCID as SQE's CID field,ND SW Requirement,"=""22011671589""",https://hsdes.intel.com/resource/22011671589,"","",Unassigned
274512,Round robin arbitration for SQs,ND SW Requirement,"=""22011671588""",https://hsdes.intel.com/resource/22011671588,"","",Unassigned
274511,Support fetch timer configuration,ND SW Requirement,"=""22011671586""",https://hsdes.intel.com/resource/22011671586,"","",Unassigned
274510,CQ Head Doorbell support,ND SW Requirement,"=""22011671585""",https://hsdes.intel.com/resource/22011671585,"","",Unassigned
274509,CQ allocated in SLC Slice or DRAM,ND SW Requirement,"=""22011671583""",https://hsdes.intel.com/resource/22011671583,"","",Unassigned
274508,CQE support,ND SW Requirement,"=""22011671581""",https://hsdes.intel.com/resource/22011671581,"","",Unassigned
274507,Not limit SSD to tCQID and CQID to tCQID,ND SW Requirement,"=""22011671580""",https://hsdes.intel.com/resource/22011671580,"","",Unassigned
274506,Support 64 CQs,ND SW Requirement,"=""22011671578""",https://hsdes.intel.com/resource/22011671578,"","",Unassigned
